WH,江苏省张家港市凤凰镇凤凰大道6号,江苏现代威亚有限公司,0.118 ,0.108 ,5%,,783,,江苏省张家港市凤凰镇凤凰大道6号,,
WH,天津市经济技术开发区睦宁路181号,阪东(上海)管理有限公司,0.095 ,0.095 ,5%,,1214,,天津市经济技术开发区海通街37号,,
WH,山东省青岛市黄岛区（胶南）海滨工业园海滨五路305号,青岛帝倜阿尔汽车配件有限公司,0.118 ,0.109 ,5%,,1067,,山东省青岛市胶南市海滨工业园海滨五路,,
WH,河北省廊坊市三河燕郊经济开发区潮白大街5号,三河因派克汽车部件有限公司,0.116 ,0.116 ,5%,,1238,,河北省廊坊市三河燕郊经济开发区潮白大街5号,,
WH,烟台市福山区永达街1029号,上海爱斯达克汽车空调系统有限公司,0.118 ,0.109 ,5%,,1298,,山东省烟台市福山区永达街1029号,,
WH,浙江省宁波市高新区聚贤路1266号,宁波均胜汽车电子股份有限公司,0.118 ,0.108 ,5%,,940,,浙江省宁波市高新区聚贤路1266号,,
WH,北京市平谷区兴谷工业开发区M2-6区,北京大圆亚细亚汽车科技有限公司,0.095 ,0.095 ,5%,,1288,,北京市平谷区兴谷工业开发区平兴街45号院,,
WH,山东省烟台市经济技术开发区长江路79号,烟台乐星汽车部件有限公司,0.118 ,0.109 ,5%,,1307,,新地址：山东省烟台市中山街8号,,
WH,广州市永和经济开发区禾丰一街8号,广州曙光制动器有限公司,0.311 ,0.284 ,5%,,995,,广东省广州市永和经济开发区禾丰一街8号,,
WH,威海市乳山市经济开发区开拓3路2号,威海伯特利萨克迪汽车安全系统有限公司,0.118 ,0.109 ,5%,,1276,,山东省威海市乳山经济开发区开拓三路2号,,
WH,"烟台市开发区北京南路（白云山路）东方不锈钢工业园2期1#仓库
",烟台三环锁业集团有限公司,0.118 ,0.108 ,5%,,1300,,山东烟台市芝罘区新桥西路15号,,
WH,辽宁省沈阳市经济技术开发区开发二十二号路190号,慕贝尔汽车部件（沈阳）有限公司,0.081 ,0.081 ,5%,,1802,,辽宁省沈阳市经济技术开发区开发22号路190号,,
WH,沈阳经济技术开发区10号街12号,沈阳金杯广振汽车部件有限公司,0.081 ,0.081 ,5%,,1815,,辽宁省沈阳市经济技术开发区10号街12号,,
WH,广东省惠州大亚湾经济技术开发区西区石化大道西30号,广州住友商事有限公司,0.368 ,0.281 ,5%,,1059,,广东省惠州市大亚湾经济技术开发区西区石化大道西30号,,
WH,青岛开发区江山中路14号,辉门东西(青岛)活塞有限公司,0.135 ,0.124 ,5%,,1097,,山东省青岛市经济技术开发区江山中路14号,,
WH,北京市亦庄经济技术开发区博兴路19号,德尔福(上海)动力推进系统有限公司,0.095 ,0.095 ,5%,,1097,,北京市经济技术开发区博兴路19号,,
WH,西安高新区普新二路9号普洛斯物流园A3仓库,联合汽车电子有限公司,0.124 ,0.124 ,5%,,777,,陕西省西安市高新区上林苑三路普洛斯物流园A-3 ,,
NS,广州增城市永和镇汽车城东路75号,广州华德汽车弹簧有限公司,0.086 ,0.086 ,5%,,2850,,广东省广州市永和镇汽车城东路63号,,
NS,武汉经济技术开发区全力北路,武汉天合,0.085 ,0.085 ,5%,,1923,2.55,湖北省武汉经济技术开发区全力北路169号,,
NS,山东济宁高新区康泰路8号,伊顿工业(济宁)有限公司,0.118 ,0.118,5%,,1214,,山东省济宁市高新区康泰路8号,,
NS,山东青岛黄岛经济技术开发区渭河路,威伯科汽车控制系统（中国）有限公司,0.163 ,0.163 ,5%,,1250,2.15,山东省青岛市经济技术开发区渭河路917号,,
NS,山东省烟台市福山区永达街980号,德尔福派克电气系统系统有限公司,0.118 ,0.118 ,5%,,1302,,山东省烟台市福山区永达街968号,,
NS,烟台市烟台开发区,上海赛科利汽车模具技术应用有限公司,0.114 ,0.100 ,5%,,1269,,山东省烟台市经济技术开发区厦门大街31号,,
NS,烟台市烟台开发区广州路5号,上海恺杰汽车塑料零部件有限公司,0.114 ,0.100 ,5%,,1370,,山东省烟台市经济技术开发区广州路7号,,
NS,山东省威海市乳山市经济开发区,芜湖伯特利汽车安全系统有限公司,0.272 ,0.272 ,5%,,1300,1.26,山东省威海市乳山经济开发区开拓三路2号,,
NS,北京市大兴区魏永路70号,北京威卡威汽车零部件股份有限公司,0.108 ,0.105 ,5%,,757,,北京市大兴区魏永路70号,,
NS,北京市平谷区平兴街,北京大圆亚细亚汽车科技有限公司,0.108 ,0.105 ,5%,,713,,北京市平谷区兴谷工业开发区平兴街45号院,,
NS,天津市武清区泉旺路,马勒东炫滤清器（天津）有限公司,0.108 ,0.105 ,5%,,733,,天津市武清区泉旺路15号,,
NS,青岛市崂山区株洲路51号,诺马（中国）有限公司,0.114 ,0.100 ,5%,,1200,,山东省青岛市崂山区株洲路51号,,
NS,济宁经济开发区第七工业园,莱尼电气系统(济宁)有限公司,0.114 ,0.100 ,5%,,1214,,山东省济宁市高新区第七工业园,,
NS,天津经济技术开发区海通街37号,阪东（上海）管理有限公司,0.108 ,0.105 ,5%,,700,,天津市经济技术开发区海通街37号,,
NS,天津市经济技术开发区渤海路2号,大陆汽车系统(天津)有限公司,0.108 ,0.105 ,5%,,737,,天津市经济开发区渤海路2号,,
NS,天津经济技术开发区洞庭路166号,"电装（中国）投资有限公司
上海分公司",0.108 ,0.105 ,5%,,770,,天津市经济技术开发区洞庭路166号,,
NS,河北省廊坊市香河现代产业园宝海路4号,宁波胜维德赫华翔汽车镜有限公司,0.108 ,0.105 ,5%,,710,,河北省廊坊市香河县新兴产业示范区宝海路4号,,
NS,保定市七一东路948号,保定市立中车轮制造有限公司,0.108 ,0.108 ,5%,,875,,（干线取货要求不满足）河北省保定市七一东路948号,,
NS,芜湖市桥北工业区上闸路5号,马瑞利汽车零部件（芜湖）有限公司,0.112 ,0.099 ,5%,,1626,,安徽省芜湖市桥北工业园上闸路5号,,
NS,重庆市北部新区云枣路1号,萨固密渝锦（重庆）橡塑制品有限公司,0.090 ,0.090 ,5%,,2312,,无该地址,,
NS,湖南长沙星沙漓湘中路26号,博世汽车部件（长沙）有限公司,0.081 ,0.081 ,5%,,1934,,湖南省长沙市漓湘中路26号,,
NS, 廊坊花园道20,廊坊施坦达密封系统有限公司,0.108 ,0.103 ,5%,,793,,河北省廊坊市经济技术开发区荷花道58号,,
NS,青岛平度市同和同康路29号,青岛大同体系汽车配件有限公司,0.113 ,,5%,,1104,,山东省青岛市平度同和工业园同康路29号,,
NS,天津经济技术开发区西区心业三街15号,耐克森斯汽车电子（天津）有限公司,0.108 ,0.103 ,5%,,715,,天津市经济技术开发区西区新业三街18号，通厂15号厂房,,
NS,烟台市福山区景山路6号,烟台天原胜德材料科技有限公司,0.107 ,0.094 ,5%,,1300,,山东省烟台市福山区景山路6号,,
NS,天津武清开发区泉达路12号,天津日进汽车系统有限公司,0.108 ,0.104 ,5%,,756,,天津市武清开发区泉达路12号,,
NS,广州市高新技术产业开发区科学城南翔一路52号,欧姆龙（广州）汽车电子有限公司,0.086 ,0.086 ,5%,,2800,,广东省广州市高新技术产业开发区科学城南翔一路52号,,
NS,烟台市福山区蒲湾街180号,华伟表面处理技术(烟台)有限公司,0.107 ,0.094 ,5%,,1300,,山东省烟台市福山区蒲湾街180号,,
NS,武汉经济技术开发区沌阳大道五号工业区,哈金森(武汉)汽车橡胶制品有限公司,0.085 ,0.085 ,5%,,1923,,湖北省武汉市经济技术开发区沌阳大道五号工业区,,
NS,秦皇岛海港区东港路355,中信戴卡股份有限公司,0.112 ,0.112 ,5%,,550,,河北省秦皇岛市海港区东港路355号,,
NS,福建省福州市闽侯县青口镇闽侯县青口投资区,福州福光橡塑有限公司,0.138 ,0.138 ,5%,,2450,,福建省福州市闽侯县青口投资区,,
NS,湖北省武汉经济技术开发区全力南路60号,艾菲发动机零件(武汉)有限公司,0.085 ,0.085 ,5%,,1935,,湖北省武汉市经济技术开发区全力南路60号,,
NS,四川绵阳市四川省绵阳市经济技术开发区板桥街268号,绵阳富临精工机械股份有限公司,0.090 ,0.090 ,5%,,2365,,四川省绵阳市高端装备制造产业园凤凰中路37号,,
NS,江西南昌市江西省南昌市郊区蛟桥镇下罗大道,南昌辉门密封件系统有限公司,0.090 ,0.090 ,5%,,1994,,江西省南昌市经济技术开发区金港路1489号,,
NS,江苏省昆山市花桥镇逢星路北侧、顺扬路东侧,浦项奥斯特姆(苏州)汽车配件有限,0.112 ,0.099 ,5%,,1712,,江苏省昆山市花桥镇逢星路1368号,,
NS,,延锋伟世通汽车电子有限公司,0.112 ,0.099 ,5%,,1712,,上海市松江区开发区美能达路300号,,
NS,烟台莱山经济开发区杰瑞路11号,威巴克（烟台）汽车零部件有限公司,0.114 ,0.100 ,5%,,1270,,山东省烟台市莱山区杰瑞路11号,,
NS,山东省平度市同和工业园平康路7号,青岛东明汽车配件有限公司,0.118 ,0.118 ,5%,,1178,,山东省平度市同和工业园平康路7号,,
NS,天津市空港经济区中环西路491号,麦格纳汽车镜像(天津)有限公司,0.108 ,0.105 ,5%,,719,,天津市空港经济区中环西路491号,,
NS,北京市密云县工业开发区C区西统路,万都(沈阳)汽车零部件有限公司,0.108 ,0.105 ,5%,,760,,北京市密云县开发区c区西统路,,
NS,河北廊坊经济技术开发区山特维克道8号,廊坊华安汽车装备有限公司,0.108 ,0.105 ,5%,,715,,河北省廊坊市经济技术开发区山特维克道8号,,
NS,天津市东丽经济开发区六经路3号,电装(中国)投资有限公司上海分公司 ,0.108 ,0.105 ,5%,,735,,天津市东丽经济开发区六经路3号,,
NS,天津市武清开发区泉达路12号,天津日进汽车系统有限公司,0.108 ,0.104 ,5%,,756,,天津市武清开发区泉达路12号,,
NS,烟台福山区福新路135号,江南模塑科技股份有限公司,0.258 ,0.258 ,5%,,400,,山东省烟台市福山区上庄工业园福新路135号,,
DY,沌阳大道254,武汉哈金森,0.085 ,0.085 ,5%,,1400,12,,湖北省武汉市经济技术开发区沌阳大道五号工业区,
DY,湖南省长沙市星沙经济技术开发区漓湘中路26号,博世长沙,0.213 ,0.213,5%,,1600,,1.45,湖南省长沙市漓湘中路26号,
DY,湖南长沙暮云工业园,长沙礼恩派软轴工业有限公司,0.103 ,0.103 ,5%,,1600,12,,湖南省长沙市暮云工业园南湖大道118号,
DY,江苏昆山-浦项,浦项奥斯特姆,0.108 ,0.100 ,5%,,900,,,江苏省昆山市花桥镇逢星路1368号,
DY,山东省济宁市任城区 ,济宁伊顿,0.181 ,0.181 ,5%,,600,,,山东省济宁市高新区康泰路8号,
DY,承德开发东区,承德苏垦银河连杆股份有限公司,0.295 ,0.118 ,5%,,1000,,1.2,河北省承德市开发区东西营工业园区,
DY,大连市经济开发区湾达路10号,大连利优比,0.272 ,0.208 ,5%,,200,,,辽宁省大连市经济技术开发区湾达路10号,
DY,武汉市东湖高新技术开发区佛祖岭三路3号,霍尔维尼涡轮增压技术（武汉）有限公司,0.093 ,0.093 ,5%,,1300,,,湖北省武汉市东湖新技术开发区佛祖岭三路3号近流芳园路,
DY,昆山盛旺,昆山盛旺,0.108 ,0.100 ,5%,,900,,,江苏省昆山市经济开发区日本工业园杜鹃路489号,
DY,保定市七一东路948号,保定市立中车轮制造有限公司,0.119 ,0.095 ,5%,,1005,,,（干线取货要求不满足）河北省保定市七一东路948号,
DY,安徽省合肥市玉兰大道1号,安徽江南机械,0.108 ,0.100 ,5%,,900,,,安徽省合肥市玉兰大道1号,
DY,湖北省襄阳市高新区深圳工业园襄阳大道,襄阳美利信,0.093 ,0.093 ,5%,,1200,,,湖北省襄阳市高新区深圳工业园襄阳大道,
DY,扬州市霍桥镇富佑路88号,扬州华光,0.118 ,0.100 ,5%,,700,,,江苏省扬州市霍桥镇富佑路88号,
DY,南京江宁开发区将军大道秼周中路111号,南京奥联,0.110 ,0.090 ,5%,,780,,,江苏省南京市江宁区将军大道德邦路16号,
DY,浙江省台州市温岭城东街道振业路6号,台州法雷奥,0.110 ,0.090 ,5%,,1220,,,浙江省温岭市鸡鸣工业园区振业路6号 ,
DY,南通市海安县,南通通润,0.118 ,0.090 ,5%,,700,,,江苏省南通市海安经济开发区天益路8号,
DY,无锡市惠山,无锡华光,0.110 ,0.090 ,5%,,820,,,江苏省无锡市惠山区洛社镇杨市藕杨路18号,
DY,西安高新区普新二路9号普洛斯物流园A3仓库,联合汽车电子有限公司(西安）,0.093 ,0.093 ,5%,,1400,,,陕西省西安市高新区上林苑三路普洛斯物流园A-3 ,
DY,芜湖市鸠江经济开发区徽州路155号,联合汽车电子有限公司（芜湖）,0.108 ,0.100 ,5%,,900,,,安徽省芜湖市鸠江经济开发区徽州路155号,
DY,河南省南阳市内乡县湍东镇工业园区,河南西峡汽车水泵股份有限公司,0.114 ,0.114 ,5%,,1300,,,河南省南阳市内乡县湍东镇工业园区郦都大道东206号,
DY,四川省成都市新都区大丰镇南丰工业园区,中汽成都配件有限公司,0.184 ,0.184 ,5%,,2100,,,四川省成都市新都工业园桂锦路1480号,
DY,山东省曲阜市经济开发区天博路1号,曲阜天博汽车零部件制造有限公司,0.181 ,0.181 ,5%,,600,,,山东省曲阜市经济开发区天博工业园,
DY,湖北省武汉经济技术开发区全力南路60号,艾菲发动机零件（武汉）有限公司,0.099 ,0.099 ,5%,,1300,,,湖北省武汉市经济技术开发区全力南路60号,
DY,四川省成都市成双大道南段999号,成都盛帮密封件股份有限公司,0.150 ,0.150 ,5%,,2100,,,无该供应商,
DY,NGC新增，湖北省武汉市汉南经济开发区兴四路,华达汽车科技股份有限公司 ,0.093 ,,5%,,1300,,,湖北省武汉市汉南经济开发区兴四路,
DY,NGC新增，重庆市永川区人民东路599号,重庆海通机械制造有限公司,0.347 ,0.347 ,5%,,2200,,,新地址：重庆市永川区兴龙大道2599号,
DY,NGC新增，湖北省武汉市东湖开发区东一产业园二号路1号,武汉东方骏驰精密制造有限公司,0.152 ,0.152 ,5%,,1300,,,湖北省武汉市东湖新技术开发区东一产业园二号路1号,
DY,NGC新增，湖北省武汉市东湖开发区关南工业园关南路18号,武汉中人瑞众汽车零部件产业有限公司,0.230 ,0.230 ,5%,,1300,,,湖北省武汉市东湖开发区关南工业园关南路18号,
DY,NGC新增，湖北省武汉市经济技术开发区凤凰工业园凤亭一路22号,马勒滤清系统(湖北)有限公司,0.093 ,0.093 ,5%,,1300,,,湖北省武汉市凤凰工业园凤亭一路22号,
DY,NGC新增，马勒发动机零部件(营口)有限公司,马勒发动机零部件(营口)有限公司,0.404 ,0.309 ,5%,,450,,,辽宁省营口市渤海大街西103号,
DY,NGC新增，安徽省芜湖市桥北工业园上闸路5号,马瑞利（中国）有限公司,0.108 ,0.100 ,5%,,850,,,安徽省芜湖市桥北工业园上闸路5号,
DY,"NGC新增,广东省东莞市石碣镇桔洲第三工业区莫仕东莞工厂",莫仕商贸(上海)有限公司,0.103 ,0.103 ,5%,,2100,,,广东省东莞市石碣镇桔洲第三工业区,
DY,江苏省常州市新北区环保产业园环保一路六号,常州麦格纳PTGF6,0.108 ,0.100 ,5%,,780,,,江苏省常州市新北区环保产业园环保一路6号,
DY,中国南京市节制闸路11号,南京法雷奥PTGF6 ,0.108 ,0.100 ,5%,,770,,,江苏省南京市江宁开发区广利路88号,
DY,京津线,阪东(上海)管理,0.158 ,0.155 ,5%,,800,,,天津市经济技术开发区海通街37号,
DY,,北京大圆亚细亚汽车,0.158 ,0.155 ,5%,,800,,,北京市平谷区兴谷工业开发区平兴街45号院,
DY,,北京威卡威,0.158 ,0.155 ,5%,,800,,,北京市大兴区魏永路70号,
DY,,大陆汽车（天津）公司,0.158 ,0.155 ,5%,,800,,,天津市经济开发区渤海路2号,
DY,,电装投资(东丽),0.158 ,0.155 ,5%,,800,,,天津市东丽经济开发区六经路3号,
DY,,电装投资(塘沽),0.158 ,0.155 ,5%,,800,,,天津市经济技术开发区洞庭路166号,
DY,,电装投资(西青),0.158 ,0.155 ,5%,,800,,,天津市西青经济开发区赛达二大道15号,
DY,,高田(上海)汽配制造有限公司,0.158 ,0.155 ,5%,,800,,,天津市西青经济开发区赛达三大道二支路30號C座,
DY,,梦达驰汽车系统,0.158 ,0.155 ,5%,,800,,,无北京/天津地址,
DY,,天津日进汽车系统公司,0.158 ,0.155 ,5%,,800,,,天津市武清开发区泉达路12号,
DY,,万都（北京）,0.158 ,0.155 ,5%,,800,,,北京市密云县开发区c区西统路,
DY,,英瑞杰汽车系统(北京)有限公司,0.158 ,0.155 ,5%,,800,,,北京市顺义区杨镇地区纵二路7-1号,
DY,,北京世东凌云,0.158 ,0.155 ,5%,,800,,,北京市怀柔区杨宋镇凤翔科技开发区二园11号,
DY,天津经济技术开发区黄海二街5号,富士通天国际,0.158 ,0.155 ,5%,,800,,,天津市经济技术开发区黄海二街5号,
DY,,北京博格华纳,0.158 ,0.155 ,5%,,800,,,北京市通州区潞城镇潞城中路5号,
DY,,北京德尔福万源发动机,0.158 ,0.155 ,5%,,800,,,北京市经济技术开发区博兴路19号,
DY,,德尔福(上海)动力推进系统有限公司,0.158 ,0.155 ,5%,,800,,,北京市经济技术开发区博兴路19号,
DY,,大陆汽车（天津）公司,0.158 ,0.155 ,5%,,800,,,天津市经济开发区渤海路2号,
DY,,大陆汽车（天津）公司,0.158 ,0.155 ,5%,,800,,,天津市经济开发区渤海路2号,
DY,,马勒东炫滤清器(天津),0.158 ,0.155 ,5%,,800,,,天津市武清区泉旺路15号,
DY,,天津市大港胶管有限公司,0.158 ,0.155 ,5%,,800,,,天津市滨海新区大港中塘镇葛万路西1437号,
JQ,广州市花都区花都汽车城江北路4号,广州市金钟汽车零件制造有限公司,0.090 ,0.000 ,5%,,1456,,,,广东省广州市花都区花都汽车城东风大道江北路4号 
JQ,广东省惠州市仲凯高新开发区珠田路1号,惠州市德赛西威汽车电子有限公司,0.081 ,0.000 ,5%,,1418,,,,广东省惠州市仲恺高新区和畅五路西103号
JQ,武汉经济技术开发区创业路41号,湖北法雷奥车灯有限公司,0.113 ,0.000 ,5%,,900,,,,湖北省武汉市经济技术开发区创业路41号
JQ,武汉经济技术开发区后官湖大道528号,雷米电机(武汉)有限公司,0.110 ,0.000 ,5%,,900,,,,湖北省武汉市经济技术开发区后官湖大道528号
JQ,青岛市崂山区株洲路51号,诺马(中国)有限公司,0.118 ,0.108 ,5%,,734,,,,山东省青岛市崂山区株洲路51号
JQ,中国山东省烟台市莱山区杰瑞路11号,威巴克（烟台）汽车零部件有限公司,0.171 ,0.158 ,5%,,900,,,,山东省烟台市莱山区杰瑞路11号
JQ,山东省济宁市高新区第七工业园,莱尼电气系统(济宁)有限公司,0.118 ,0.108 ,5%,,820,,,,山东省济宁市高新区第七工业园
JQ,北京市密云工业开发区C区西统路,万都（北京）汽车底盘系统有限公司,0.095 ,0.095 ,5%,,1200,41.8 ,13514 ,,北京市密云县开发区c区西统路
JQ,北京通州区科创五街,北京德尔福万源,0.095 ,0.095 ,5%,,1200,,,,北京市经济技术开发区博兴路19号
JQ,北京市平谷区平兴街45号院,北京大圆亚细亚汽车科技有限公司,0.095 ,0.000 ,5%,,1250,,,,北京市平谷区兴谷工业开发区平兴街45号院
JQ,北京市大兴区魏永路70号,北京威卡威汽车零部件股份有限公司,0.095 ,0.095 ,5%,,1200,,,,北京市大兴区魏永路70号
JQ,北京市通州区通州工业开发区梧桐路,天纳克(北京)汽车减振器有限公司,0.100 ,0.100 ,5%,,1200,,,,北京市通州区张家湾开发区梧桐路
JQ,天津经济技术开发区西区,勤威（天津）工业有限公司 ,0.131 ,0.000 ,5%,,1100,,,2.17,天津市经济技术开发区（西区）光华街55号
JQ,天津经济技术开发区渤海路2号,大陆汽车系统（天津有限公司）,0.095 ,0.000 ,5%,,1100,,,,天津市经济开发区渤海路2号
JQ,天津经济技术开发区西区新业三街18号通厂15号厂房,耐克森斯汽车电子有限公司,0.095 ,0.095 ,5%,,1100,,,,天津市经济技术开发区西区新业三街18号，通厂15号厂房
JQ,天津经济技术开发区海通街37号,阪东(上海)管理有限公司,0.095 ,0.000 ,5%,,1096,,,,天津市经济技术开发区海通街37号
JQ,廊坊经济技术开发区祥云道16号,卢卡斯伟利达廊重制动器有限公司,0.120 ,0.120 ,5%,,1200,,,2.33,河北省廊坊市开发区祥云道16号
